"cogs","date","market","product_line","product","sales","state","total_expenses","type"
49,2012-03-01,"East","Leaves","Chamomile",112,"Florida",28,"Decaf"
54,2012-03-01,"East","Leaves","Lemon",120,"Florida",54,"Decaf"
58,2012-03-01,"East","Leaves","Lemon",129,"Massachusetts",55,"Decaf"
245,2012-03-01,"East","Leaves","Lemon",513,"New York",127,"Decaf"
71,2012-03-01,"East","Leaves","Mint",155,"Florida",44,"Decaf"
57,2012-03-01,"South","Leaves","Chamomile",134,"Texas",46,"Decaf"
49,2012-03-01,"South","Leaves","Lemon",121,"Texas",37,"Decaf"
95,2012-03-01,"West","Leaves","Chamomile",234,"California",38,"Decaf"
214,2012-03-01,"West","Leaves","Lemon",467,"California",88,"Decaf"
84,2012-03-01,"West","Leaves","Mint",193,"California",40,"Decaf"
58,2012-03-01,"Central","Leaves","Darjeeling",129,"Colorado",55,"Regular"
81,2012-03-01,"Central","Leaves","Darjeeling",198,"Illinois",33,"Regular"
84,2012-03-01,"Central","Leaves","Darjeeling",210,"Ohio",58,"Regular"
62,2012-03-01,"Central","Leaves","Earl Grey",135,"Colorado",41,"Regular"
72,2012-03-01,"Central","Leaves","Earl Grey",180,"Illinois",55,"Regular"
89,2012-03-01,"Central","Leaves","Earl Grey",214,"Ohio",51,"Regular"
43,2012-03-01,"Central","Leaves","Green Tea",98,"Colorado",26,"Regular"
33,2012-03-01,"East","Leaves","Darjeeling",81,"Florida",21,"Regular"
32,2012-03-01,"East","Leaves","Darjeeling",79,"Massachusetts",19,"Regular"
95,2012-03-01,"East","Leaves","Darjeeling",234,"New York",37,"Regular"
87,2012-03-01,"East","Leaves","Earl Grey",213,"New York",35,"Regular"
49,2012-03-01,"East","Leaves","Green Tea",121,"Florida",25,"Regular"
21,2012-03-01,"East","Leaves","Green Tea",53,"Massachusetts",17,"Regular"
81,2012-03-01,"East","Leaves","Green Tea",198,"New York",34,"Regular"
87,2012-03-01,"West","Leaves","Darjeeling",213,"California",35,"Regular"
81,2012-03-01,"West","Leaves","Earl Grey",198,"California",33,"Regular"
72,2012-03-01,"West","Leaves","Green Tea",180,"California",54,"Regular"
23,2012-03-01,"Central","Beans","Decaf Irish Cream",54,"Iowa",19,"Decaf"
74,2012-03-01,"Central","Beans","Decaf Irish Cream",163,"Missouri",44,"Decaf"
80,2012-03-01,"Central","Beans","Decaf Irish Cream",188,"Wisconsin",53,"Decaf"
0,2012-03-01,"Central","Beans","Decaf Espresso",43,"Iowa",11,"Decaf"
48,2012-03-01,"Central","Beans","Decaf Espresso",118,"Missouri",25,"Decaf"
49,2012-03-01,"Central","Beans","Decaf Espresso",112,"Wisconsin",29,"Decaf"
53,2012-03-01,"East","Beans","Decaf Espresso",124,"Connecticut",45,"Decaf"
49,2012-03-01,"South","Beans","Decaf Irish Cream",121,"Louisiana",25,"Decaf"
32,2012-03-01,"South","Beans","Decaf Irish Cream",79,"Oklahoma",20,"Decaf"
52,2012-03-01,"South","Beans","Decaf Espresso",129,"Louisiana",39,"Decaf"
36,2012-03-01,"South","Beans","Decaf Espresso",85,"New Mexico",38,"Decaf"
84,2012-03-01,"South","Beans","Decaf Espresso",210,"Oklahoma",58,"Decaf"
28,2012-03-01,"West","Beans","Decaf Irish Cream",63,"Nevada",29,"Decaf"
49,2012-03-01,"West","Beans","Decaf Irish Cream",121,"Oregon",38,"Decaf"
85,2012-03-01,"West","Beans","Decaf Irish Cream",189,"Utah",66,"Decaf"
95,2012-03-01,"West","Beans","Decaf Irish Cream",227,"Washington",116,"Decaf"
16,2012-03-01,"West","Beans","Decaf Espresso",41,"Nevada",15,"Decaf"
162,2012-03-01,"West","Beans","Decaf Espresso",325,"Oregon",69,"Decaf"
49,2012-03-01,"West","Beans","Decaf Espresso",121,"Utah",25,"Decaf"
71,2012-03-01,"West","Beans","Decaf Espresso",155,"Washington",44,"Decaf"
18,2012-03-01,"Central","Beans","Amaretto",45,"Iowa",17,"Regular"
54,2012-03-01,"Central","Beans","Amaretto",120,"Wisconsin",53,"Regular"
28,2012-03-01,"Central","Beans","Colombian",63,"Iowa",29,"Regular"
85,2012-03-01,"Central","Beans","Colombian",189,"Missouri",65,"Regular"
95,2012-03-01,"Central","Beans","Colombian",227,"Wisconsin",115,"Regular"
16,2012-03-01,"Central","Beans","Caffe Mocha",41,"Iowa",16,"Regular"
49,2012-03-01,"Central","Beans","Caffe Mocha",121,"Missouri",25,"Regular"
71,2012-03-01,"Central","Beans","Caffe Mocha",155,"Wisconsin",43,"Regular"
43,2012-03-01,"East","Beans","Amaretto",107,"New Hampshire",35,"Regular"
123,2012-03-01,"East","Beans","Colombian",309,"Connecticut",72,"Regular"
47,2012-03-01,"East","Beans","Colombian",119,"New Hampshire",46,"Regular"
33,2012-03-01,"South","Beans","Colombian",82,"Louisiana",20,"Regular"
47,2012-03-01,"South","Beans","Colombian",119,"New Mexico",46,"Regular"
43,2012-03-01,"South","Beans","Colombian",98,"Oklahoma",26,"Regular"
63,2012-03-01,"South","Beans","Caffe Latte",150,"Louisiana",86,"Regular"
89,2012-03-01,"South","Beans","Caffe Latte",214,"Oklahoma",51,"Regular"
62,2012-03-01,"South","Beans","Caffe Mocha",167,"Louisiana",42,"Regular"
21,2012-03-01,"South","Beans","Caffe Mocha",53,"Oklahoma",17,"Regular"
74,2012-03-01,"West","Beans","Amaretto",163,"Utah",44,"Regular"
62,2012-03-01,"West","Beans","Colombian",149,"Oregon",63,"Regular"
53,2012-03-01,"West","Beans","Colombian",124,"Utah",45,"Regular"
61,2012-03-01,"West","Beans","Colombian",150,"Washington",41,"Regular"
0,2012-03-01,"West","Beans","Caffe Latte",43,"Nevada",12,"Regular"
58,2012-03-01,"West","Beans","Caffe Latte",129,"Oregon",56,"Regular"
48,2012-03-01,"West","Beans","Caffe Latte",118,"Utah",25,"Regular"
49,2012-03-01,"West","Beans","Caffe Latte",112,"Washington",28,"Regular"
18,2012-03-01,"West","Beans","Caffe Mocha",45,"Nevada",17,"Regular"
57,2012-03-01,"West","Beans","Caffe Mocha",134,"Oregon",45,"Regular"
48,2012-03-01,"West","Beans","Caffe Mocha",110,"Utah",28,"Regular"
54,2012-03-01,"West","Beans","Caffe Mocha",120,"Washington",54,"Regular"
243,2012-03-01,"Central","Leaves","Chamomile",567,"Iowa",112,"Decaf"
62,2012-03-01,"Central","Leaves","Chamomile",167,"Wisconsin",42,"Decaf"
109,2012-03-01,"Central","Leaves","Lemon",267,"Iowa",56,"Decaf"
49,2012-03-01,"Central","Leaves","Lemon",121,"Wisconsin",25,"Decaf"
85,2012-03-01,"East","Leaves","Lemon",189,"Connecticut",65,"Decaf"
74,2012-03-01,"East","Leaves","Mint",163,"Connecticut",43,"Decaf"
48,2012-03-01,"South","Leaves","Chamomile",110,"Louisiana",28,"Decaf"
18,2012-03-01,"South","Leaves","Chamomile",45,"New Mexico",17,"Decaf"
54,2012-03-01,"South","Leaves","Chamomile",120,"Oklahoma",53,"Decaf"
85,2012-03-01,"South","Leaves","Lemon",189,"Louisiana",65,"Decaf"
28,2012-03-01,"South","Leaves","Lemon",63,"New Mexico",30,"Decaf"
95,2012-03-01,"South","Leaves","Lemon",227,"Oklahoma",115,"Decaf"
125,2012-03-01,"West","Leaves","Chamomile",298,"Nevada",146,"Decaf"
37,2012-03-01,"West","Leaves","Chamomile",92,"Oregon",22,"Decaf"
43,2012-03-01,"West","Leaves","Chamomile",107,"Utah",36,"Decaf"
123,2012-03-01,"West","Leaves","Chamomile",309,"Washington",71,"Decaf"
154,2012-03-01,"West","Leaves","Lemon",367,"Nevada",94,"Decaf"
43,2012-03-01,"West","Leaves","Lemon",98,"Oregon",26,"Decaf"
47,2012-03-01,"West","Leaves","Lemon",119,"Utah",46,"Decaf"
33,2012-03-01,"West","Leaves","Lemon",82,"Washington",20,"Decaf"
109,2012-03-01,"West","Leaves","Mint",267,"Nevada",56,"Decaf"
239,2012-03-01,"Central","Leaves","Darjeeling",478,"Iowa",91,"Regular"
36,2012-03-01,"Central","Leaves","Darjeeling",85,"Missouri",38,"Regular"
52,2012-03-01,"Central","Leaves","Darjeeling",129,"Wisconsin",39,"Regular"
245,2012-03-01,"Central","Leaves","Earl Grey",546,"Iowa",126,"Regular"
63,2012-03-01,"Central","Leaves","Earl Grey",150,"Wisconsin",86,"Regular"
49,2012-03-01,"East","Leaves","Darjeeling",121,"Connecticut",25,"Regular"
18,2012-03-01,"East","Leaves","Darjeeling",45,"New Hampshire",16,"Regular"
25,2012-03-01,"East","Leaves","Green Tea",62,"Connecticut",19,"Regular"
0,2012-03-01,"East","Leaves","Green Tea",43,"New Hampshire",11,"Regular"
243,2012-03-01,"West","Leaves","Darjeeling",567,"Nevada",112,"Regular"
21,2012-03-01,"West","Leaves","Darjeeling",53,"Oregon",16,"Regular"
62,2012-03-01,"West","Leaves","Darjeeling",167,"Washington",43,"Regular"
239,2012-03-01,"West","Leaves","Earl Grey",478,"Nevada",91,"Regular"
84,2012-03-01,"West","Leaves","Earl Grey",210,"Oregon",58,"Regular"
36,2012-03-01,"West","Leaves","Earl Grey",85,"Utah",39,"Regular"
52,2012-03-01,"West","Leaves","Earl Grey",129,"Washington",39,"Regular"
89,2012-03-01,"West","Leaves","Green Tea",214,"Oregon",51,"Regular"
100,2012-04-01,"Central","Beans","Decaf Irish Cream",245,"Colorado",40,"Decaf"
123,2012-04-01,"Central","Beans","Decaf Irish Cream",301,"Illinois",62,"Decaf"
68,2012-04-01,"Central","Beans","Decaf Espresso",170,"Colorado",54,"Decaf"
239,2012-04-01,"Central","Beans","Decaf Espresso",478,"Illinois",90,"Decaf"
54,2012-04-01,"Central","Beans","Decaf Espresso",121,"Ohio",54,"Decaf"
112,2012-04-01,"East","Beans","Decaf Irish Cream",267,"Florida",57,"Decaf"
83,2012-04-01,"East","Beans","Decaf Espresso",195,"Florida",54,"Decaf"
78,2012-04-01,"South","Beans","Decaf Irish Cream",178,"Texas",37,"Decaf"
81,2012-04-01,"South","Beans","Decaf Espresso",198,"Texas",33,"Decaf"
252,2012-04-01,"West","Beans","Decaf Espresso",587,"California",115,"Decaf"
91,2012-04-01,"Central","Beans","Amaretto",223,"Colorado",36,"Regular"
55,2012-04-01,"Central","Beans","Amaretto",129,"Ohio",46,"Regular"
78,2012-04-01,"Central","Beans","Colombian",178,"Colorado",37,"Regular"
191,2012-04-01,"Central","Beans","Colombian",456,"Illinois",109,"Regular"
43,2012-04-01,"Central","Beans","Colombian",107,"Ohio",37,"Regular"
81,2012-04-01,"Central","Beans","Caffe Mocha",198,"Colorado",33,"Regular"
252,2012-04-01,"Central","Beans","Caffe Mocha",587,"Illinois",115,"Regular"
162,2012-04-01,"Central","Beans","Caffe Mocha",325,"Ohio",70,"Regular"
88,2012-04-01,"East","Beans","Colombian",222,"Florida",61,"Regular"
68,2012-04-01,"East","Beans","Colombian",519,"Massachusetts",54,"Regular"
284,2012-04-01,"East","Beans","Colombian",712,"New York",152,"Regular"
95,2012-04-01,"East","Beans","Caffe Mocha",227,"Florida",115,"Regular"
162,2012-04-01,"East","Beans","Regular Espresso",325,"Massachusetts",69,"Regular"
239,2012-04-01,"East","Beans","Regular Espresso",564,"New York",90,"Regular"
209,2012-04-01,"South","Beans","Colombian",456,"Texas",86,"Regular"
68,2012-04-01,"South","Beans","Caffe Latte",170,"Texas",54,"Regular"
91,2012-04-01,"South","Beans","Caffe Mocha",223,"Texas",36,"Regular"
284,2012-04-01,"West","Beans","Colombian",712,"California",152,"Regular"
239,2012-04-01,"West","Beans","Caffe Latte",478,"California",91,"Regular"
125,2012-04-01,"West","Beans","Caffe Mocha",298,"California",147,"Regular"
162,2012-04-01,"Central","Leaves","Chamomile",325,"Colorado",69,"Decaf"
91,2012-04-01,"Central","Leaves","Chamomile",223,"Illinois",37,"Decaf"
21,2012-04-01,"Central","Leaves","Chamomile",53,"Ohio",16,"Decaf"
78,2012-04-01,"Central","Leaves","Lemon",178,"Illinois",38,"Decaf"
30,2012-04-01,"Central","Leaves","Lemon",75,"Ohio",19,"Decaf"
55,2012-04-01,"Central","Leaves","Mint",129,"Colorado",45,"Decaf"
100,2012-04-01,"Central","Leaves","Mint",245,"Illinois",39,"Decaf"
45,2012-04-01,"East","Leaves","Chamomile",103,"Florida",27,"Decaf"
57,2012-04-01,"East","Leaves","Lemon",127,"Florida",55,"Decaf"
54,2012-04-01,"East","Leaves","Lemon",121,"Massachusetts",54,"Decaf"
260,2012-04-01,"East","Leaves","Lemon",638,"New York",131,"Decaf"
69,2012-04-01,"East","Leaves","Mint",151,"Florida",43,"Decaf"
55,2012-04-01,"South","Leaves","Chamomile",129,"Texas",46,"Decaf"
43,2012-04-01,"South","Leaves","Lemon",107,"Texas",37,"Decaf"
100,2012-04-01,"West","Leaves","Chamomile",245,"California",39,"Decaf"
209,2012-04-01,"West","Leaves","Lemon",456,"California",85,"Decaf"
78,2012-04-01,"West","Leaves","Mint",178,"California",38,"Decaf"
54,2012-04-01,"Central","Leaves","Darjeeling",121,"Colorado",54,"Regular"
81,2012-04-01,"Central","Leaves","Darjeeling",198,"Illinois",34,"Regular"
88,2012-04-01,"Central","Leaves","Darjeeling",222,"Ohio",61,"Regular"
63,2012-04-01,"Central","Leaves","Earl Grey",138,"Colorado",41,"Regular"
68,2012-04-01,"Central","Leaves","Earl Grey",170,"Illinois",53,"Regular"
112,2012-04-01,"Central","Leaves","Earl Grey",267,"Ohio",58,"Regular"
46,2012-04-01,"Central","Leaves","Green Tea",106,"Colorado",28,"Regular"
34,2012-04-01,"East","Leaves","Darjeeling",85,"Florida",21,"Regular"
30,2012-04-01,"East","Leaves","Darjeeling",75,"Massachusetts",19,"Regular"
100,2012-04-01,"East","Leaves","Darjeeling",245,"New York",40,"Regular"
91,2012-04-01,"East","Leaves","Earl Grey",223,"New York",37,"Regular"
49,2012-04-01,"East","Leaves","Green Tea",121,"Florida",25,"Regular"
21,2012-04-01,"East","Leaves","Green Tea",53,"Massachusetts",16,"Regular"
81,2012-04-01,"East","Leaves","Green Tea",198,"New York",34,"Regular"
91,2012-04-01,"West","Leaves","Darjeeling",223,"California",36,"Regular"
81,2012-04-01,"West","Leaves","Earl Grey",198,"California",34,"Regular"
68,2012-04-01,"West","Leaves","Green Tea",170,"California",54,"Regular"
21,2012-04-01,"Central","Beans","Decaf Irish Cream",49,"Iowa",19,"Decaf"
76,2012-04-01,"Central","Beans","Decaf Irish Cream",167,"Missouri",44,"Decaf"
83,2012-04-01,"Central","Beans","Decaf Irish Cream",195,"Wisconsin",54,"Decaf"
0,2012-04-01,"Central","Beans","Decaf Espresso",43,"Iowa",11,"Decaf"
45,2012-04-01,"Central","Beans","Decaf Espresso",112,"Missouri",23,"Decaf"
45,2012-04-01,"Central","Beans","Decaf Espresso",103,"Wisconsin",26,"Decaf"
51,2012-04-01,"East","Beans","Decaf Espresso",119,"Connecticut",44,"Decaf"
49,2012-04-01,"South","Beans","Decaf Irish Cream",121,"Louisiana",24,"Decaf"
30,2012-04-01,"South","Beans","Decaf Irish Cream",75,"Oklahoma",20,"Decaf"
46,2012-04-01,"South","Beans","Decaf Espresso",114,"Louisiana",37,"Decaf"
37,2012-04-01,"South","Beans","Decaf Espresso",88,"New Mexico",39,"Decaf"
88,2012-04-01,"South","Beans","Decaf Espresso",222,"Oklahoma",60,"Decaf"
28,2012-04-01,"West","Beans","Decaf Irish Cream",61,"Nevada",29,"Decaf"
43,2012-04-01,"West","Beans","Decaf Irish Cream",107,"Oregon",36,"Decaf"
80,2012-04-01,"West","Beans","Decaf Irish Cream",178,"Utah",64,"Decaf"
95,2012-04-01,"West","Beans","Decaf Irish Cream",227,"Washington",115,"Decaf"
17,2012-04-01,"West","Beans","Decaf Espresso",43,"Nevada",16,"Decaf"
162,2012-04-01,"West","Beans","Decaf Espresso",325,"Oregon",70,"Decaf"
47,2012-04-01,"West","Beans","Decaf Espresso",115,"Utah",25,"Decaf"
69,2012-04-01,"West","Beans","Decaf Espresso",151,"Washington",43,"Decaf"
19,2012-04-01,"Central","Beans","Amaretto",47,"Iowa",17,"Regular"
57,2012-04-01,"Central","Beans","Amaretto",127,"Wisconsin",54,"Regular"
28,2012-04-01,"Central","Beans","Colombian",61,"Iowa",30,"Regular"
80,2012-04-01,"Central","Beans","Colombian",178,"Missouri",63,"Regular"
95,2012-04-01,"Central","Beans","Colombian",227,"Wisconsin",115,"Regular"
17,2012-04-01,"Central","Beans","Caffe Mocha",43,"Iowa",16,"Regular"
47,2012-04-01,"Central","Beans","Caffe Mocha",115,"Missouri",25,"Regular"
69,2012-04-01,"Central","Beans","Caffe Mocha",151,"Wisconsin",43,"Regular"
49,2012-04-01,"East","Beans","Amaretto",121,"New Hampshire",39,"Regular"
116,2012-04-01,"East","Beans","Colombian",292,"Connecticut",69,"Regular"
50,2012-04-01,"East","Beans","Colombian",125,"New Hampshire",48,"Regular"
35,2012-04-01,"South","Beans","Colombian",86,"Louisiana",21,"Regular"
50,2012-04-01,"South","Beans","Colombian",125,"New Mexico",48,"Regular"
46,2012-04-01,"South","Beans","Colombian",106,"Oklahoma",27,"Regular"
63,2012-04-01,"South","Beans","Caffe Latte",150,"Louisiana",86,"Regular"
112,2012-04-01,"South","Beans","Caffe Latte",267,"Oklahoma",57,"Regular"
49,2012-04-01,"South","Beans","Caffe Mocha",133,"Louisiana",39,"Regular"
21,2012-04-01,"South","Beans","Caffe Mocha",53,"Oklahoma",16,"Regular"
76,2012-04-01,"West","Beans","Amaretto",167,"Utah",44,"Regular"
49,2012-04-01,"West","Beans","Colombian",119,"Oregon",62,"Regular"
51,2012-04-01,"West","Beans","Colombian",119,"Utah",43,"Regular"
69,2012-04-01,"West","Beans","Colombian",169,"Washington",46,"Regular"
0,2012-04-01,"West","Beans","Caffe Latte",43,"Nevada",11,"Regular"
54,2012-04-01,"West","Beans","Caffe Latte",121,"Oregon",54,"Regular"
45,2012-04-01,"West","Beans","Caffe Latte",112,"Utah",24,"Regular"
45,2012-04-01,"West","Beans","Caffe Latte",103,"Washington",26,"Regular"
19,2012-04-01,"West","Beans","Caffe Mocha",47,"Nevada",17,"Regular"
55,2012-04-01,"West","Beans","Caffe Mocha",129,"Oregon",46,"Regular"
52,2012-04-01,"West","Beans","Caffe Mocha",119,"Utah",30,"Regular"
57,2012-04-01,"West","Beans","Caffe Mocha",127,"Washington",55,"Regular"
252,2012-04-01,"Central","Leaves","Chamomile",587,"Iowa",115,"Decaf"
49,2012-04-01,"Central","Leaves","Chamomile",133,"Wisconsin",38,"Decaf"
123,2012-04-01,"Central","Leaves","Lemon",301,"Iowa",63,"Decaf"
49,2012-04-01,"Central","Leaves","Lemon",121,"Wisconsin",25,"Decaf"
80,2012-04-01,"East","Leaves","Lemon",178,"Connecticut",64,"Decaf"
76,2012-04-01,"East","Leaves","Mint",167,"Connecticut",45,"Decaf"
52,2012-04-01,"South","Leaves","Chamomile",119,"Louisiana",29,"Decaf"
19,2012-04-01,"South","Leaves","Chamomile",47,"New Mexico",16,"Decaf"
57,2012-04-01,"South","Leaves","Chamomile",127,"Oklahoma",55,"Decaf"
80,2012-04-01,"South","Leaves","Lemon",178,"Louisiana",63,"Decaf"
28,2012-04-01,"South","Leaves","Lemon",61,"New Mexico",30,"Decaf"
95,2012-04-01,"South","Leaves","Lemon",227,"Oklahoma",116,"Decaf"
125,2012-04-01,"West","Leaves","Chamomile",298,"Nevada",146,"Decaf"
35,2012-04-01,"West","Leaves","Chamomile",87,"Oregon",21,"Decaf"
49,2012-04-01,"West","Leaves","Chamomile",121,"Utah",38,"Decaf"
116,2012-04-01,"West","Leaves","Chamomile",292,"Washington",70,"Decaf"
191,2012-04-01,"West","Leaves","Lemon",456,"Nevada",109,"Decaf"
46,2012-04-01,"West","Leaves","Lemon",106,"Oregon",28,"Decaf"
50,2012-04-01,"West","Leaves","Lemon",125,"Utah",47,"Decaf"
35,2012-04-01,"West","Leaves","Lemon",86,"Washington",21,"Decaf"
123,2012-04-01,"West","Leaves","Mint",301,"Nevada",63,"Decaf"
239,2012-04-01,"Central","Leaves","Darjeeling",478,"Iowa",91,"Regular"
37,2012-04-01,"Central","Leaves","Darjeeling",88,"Missouri",40,"Regular"
46,2012-04-01,"Central","Leaves","Darjeeling",114,"Wisconsin",37,"Regular"
260,2012-04-01,"Central","Leaves","Earl Grey",578,"Iowa",132,"Regular"
63,2012-04-01,"Central","Leaves","Earl Grey",150,"Wisconsin",86,"Regular"
47,2012-04-01,"East","Leaves","Darjeeling",115,"Connecticut",25,"Regular"
19,2012-04-01,"East","Leaves","Darjeeling",47,"New Hampshire",16,"Regular"
25,2012-04-01,"East","Leaves","Green Tea",62,"Connecticut",19,"Regular"
0,2012-04-01,"East","Leaves","Green Tea",43,"New Hampshire",11,"Regular"
252,2012-04-01,"West","Leaves","Darjeeling",587,"Nevada",116,"Regular"
21,2012-04-01,"West","Leaves","Darjeeling",53,"Oregon",17,"Regular"
49,2012-04-01,"West","Leaves","Darjeeling",133,"Washington",39,"Regular"
239,2012-04-01,"West","Leaves","Earl Grey",478,"Nevada",90,"Regular"
88,2012-04-01,"West","Leaves","Earl Grey",222,"Oregon",61,"Regular"
37,2012-04-01,"West","Leaves","Earl Grey",88,"Utah",40,"Regular"
46,2012-04-01,"West","Leaves","Earl Grey",114,"Washington",38,"Regular"
112,2012-04-01,"West","Leaves","Green Tea",267,"Oregon",57,"Regular"
104,2012-05-01,"Central","Beans","Decaf Irish Cream",256,"Colorado",40,"Decaf"
127,2012-05-01,"Central","Beans","Decaf Irish Cream",312,"Illinois",63,"Decaf"
64,2012-05-01,"Central","Beans","Decaf Espresso",160,"Colorado",52,"Decaf"
260,2012-05-01,"Central","Beans","Decaf Espresso",521,"Illinois",96,"Decaf"
53,2012-05-01,"Central","Beans","Decaf Espresso",118,"Ohio",54,"Decaf"
114,2012-05-01,"East","Beans","Decaf Irish Cream",273,"Florida",59,"Decaf"
87,2012-05-01,"East","Beans","Decaf Espresso",204,"Florida",55,"Decaf"
83,2012-05-01,"South","Beans","Decaf Irish Cream",190,"Texas",39,"Decaf"
86,2012-05-01,"South","Beans","Decaf Espresso",210,"Texas",36,"Decaf"
263,2012-05-01,"West","Beans","Decaf Espresso",612,"California",119,"Decaf"
104,2012-05-01,"Central","Beans","Amaretto",256,"Colorado",41,"Regular"
52,2012-05-01,"Central","Beans","Amaretto",123,"Ohio",44,"Regular"
83,2012-05-01,"Central","Beans","Colombian",190,"Colorado",39,"Regular"
195,2012-05-01,"Central","Beans","Colombian",465,"Illinois",109,"Regular"
42,2012-05-01,"Central","Beans","Colombian",103,"Ohio",37,"Regular"
86,2012-05-01,"Central","Beans","Caffe Mocha",210,"Colorado",36,"Regular"
263,2012-05-01,"Central","Beans","Caffe Mocha",612,"Illinois",119,"Regular"
149,2012-05-01,"Central","Beans","Caffe Mocha",298,"Ohio",65,"Regular"
94,2012-05-01,"East","Beans","Colombian",235,"Florida",63,"Regular"
64,2012-05-01,"East","Beans","Colombian",551,"Massachusetts",53,"Regular"
302,2012-05-01,"East","Beans","Colombian",756,"New York",159,"Regular"
92,2012-05-01,"East","Beans","Caffe Mocha",221,"Florida",112,"Regular"
149,2012-05-01,"East","Beans","Regular Espresso",298,"Massachusetts",65,"Regular"
260,2012-05-01,"East","Beans","Regular Espresso",543,"New York",96,"Regular"
235,2012-05-01,"South","Beans","Colombian",512,"Texas",94,"Regular"
64,2012-05-01,"South","Beans","Caffe Latte",160,"Texas",52,"Regular"
104,2012-05-01,"South","Beans","Caffe Mocha",256,"Texas",40,"Regular"
302,2012-05-01,"West","Beans","Colombian",756,"California",159,"Regular"
260,2012-05-01,"West","Beans","Caffe Latte",521,"California",96,"Regular"
121,2012-05-01,"West","Beans","Caffe Mocha",289,"California",143,"Regular"
149,2012-05-01,"Central","Leaves","Chamomile",298,"Colorado",66,"Decaf"
104,2012-05-01,"Central","Leaves","Chamomile",256,"Illinois",40,"Decaf"
20,2012-05-01,"Central","Leaves","Chamomile",49,"Ohio",17,"Decaf"
83,2012-05-01,"Central","Leaves","Lemon",190,"Illinois",39,"Decaf"
29,2012-05-01,"Central","Leaves","Lemon",71,"Ohio",19,"Decaf"
52,2012-05-01,"Central","Leaves","Mint",123,"Colorado",45,"Decaf"
104,2012-05-01,"Central","Leaves","Mint",256,"Illinois",40,"Decaf"
48,2012-05-01,"East","Leaves","Chamomile",110,"Florida",27,"Decaf"
58,2012-05-01,"East","Leaves","Lemon",130,"Florida",55,"Decaf"
53,2012-05-01,"East","Leaves","Lemon",118,"Massachusetts",53,"Decaf"
265,2012-05-01,"East","Leaves","Lemon",651,"New York",134,"Decaf"
78,2012-05-01,"East","Leaves","Mint",170,"Florida",45,"Decaf"
52,2012-05-01,"South","Leaves","Chamomile",123,"Texas",44,"Decaf"
42,2012-05-01,"South","Leaves","Lemon",103,"Texas",36,"Decaf"
104,2012-05-01,"West","Leaves","Chamomile",256,"California",41,"Decaf"
235,2012-05-01,"West","Leaves","Lemon",512,"California",94,"Decaf"
83,2012-05-01,"West","Leaves","Mint",190,"California",40,"Decaf"
53,2012-05-01,"Central","Leaves","Darjeeling",118,"Colorado",53,"Regular"
86,2012-05-01,"Central","Leaves","Darjeeling",210,"Illinois",36,"Regular"
94,2012-05-01,"Central","Leaves","Darjeeling",235,"Ohio",62,"Regular"
56,2012-05-01,"Central","Leaves","Earl Grey",122,"Colorado",39,"Regular"
64,2012-05-01,"Central","Leaves","Earl Grey",160,"Illinois",52,"Regular"
114,2012-05-01,"Central","Leaves","Earl Grey",273,"Ohio",58,"Regular"
43,2012-05-01,"Central","Leaves","Green Tea",99,"Colorado",26,"Regular"
36,2012-05-01,"East","Leaves","Darjeeling",89,"Florida",21,"Regular"
29,2012-05-01,"East","Leaves","Darjeeling",71,"Massachusetts",20,"Regular"
104,2012-05-01,"East","Leaves","Darjeeling",256,"New York",40,"Regular"
104,2012-05-01,"East","Leaves","Earl Grey",256,"New York",41,"Regular"
53,2012-05-01,"East","Leaves","Green Tea",130,"Florida",25,"Regular"
20,2012-05-01,"East","Leaves","Green Tea",49,"Massachusetts",17,"Regular"
86,2012-05-01,"East","Leaves","Green Tea",210,"New York",35,"Regular"
104,2012-05-01,"West","Leaves","Darjeeling",256,"California",41,"Regular"
86,2012-05-01,"West","Leaves","Earl Grey",210,"California",35,"Regular"
64,2012-05-01,"West","Leaves","Green Tea",160,"California",53,"Regular"
22,2012-05-01,"Central","Beans","Decaf Irish Cream",52,"Iowa",19,"Decaf"
68,2012-05-01,"Central","Beans","Decaf Irish Cream",148,"Missouri",42,"Decaf"
87,2012-05-01,"Central","Beans","Decaf Irish Cream",204,"Wisconsin",55,"Decaf"
0,2012-05-01,"Central","Beans","Decaf Espresso",43,"Iowa",12,"Decaf"
39,2012-05-01,"Central","Beans","Decaf Espresso",97,"Missouri",22,"Decaf"
48,2012-05-01,"Central","Beans","Decaf Espresso",110,"Wisconsin",27,"Decaf"
48,2012-05-01,"East","Beans","Decaf Espresso",113,"Connecticut",43,"Decaf"
53,2012-05-01,"South","Beans","Decaf Irish Cream",130,"Louisiana",25,"Decaf"
29,2012-05-01,"South","Beans","Decaf Irish Cream",71,"Oklahoma",20,"Decaf"
45,2012-05-01,"South","Beans","Decaf Espresso",110,"Louisiana",37,"Decaf"
39,2012-05-01,"South","Beans","Decaf Espresso",92,"New Mexico",39,"Decaf"
94,2012-05-01,"South","Beans","Decaf Espresso",235,"Oklahoma",62,"Decaf"
31,2012-05-01,"West","Beans","Decaf Irish Cream",68,"Nevada",31,"Decaf"
42,2012-05-01,"West","Beans","Decaf Irish Cream",103,"Oregon",36,"Decaf"
77,2012-05-01,"West","Beans","Decaf Irish Cream",173,"Utah",62,"Decaf"
